finn_id,title,url,location,city,dealer_name,is_dealer,region,price_cleaned,year_cleaned,mileage_cleaned,battery_capacity_cleaned,effect_cleaned,range_km_cleaned,months_to_eu_cleaned,owners_cleaned,has_condition_issue,has_warranty,trim_level,first_seen_date
452683165,Nissan Leaf,https://www.finn.no/mobility/item/452683165,Blomsterdalen ∙ Automegler1,Blomsterdalen,Automegler1,1,Vestland,189000.0,2021,66900.0,62.0,215.0,385.0,10.433333333333334,1.0,0,1.0,Ukjent,2026-03-03
452710441,Nissan Leaf,https://www.finn.no/mobility/item/452710441,Blomsterdalen ∙ Bergen Bilformidling AS,Blomsterdalen,Bergen Bilformidling AS,1,Vestland,119000.0,2019,100500.0,40.0,150.0,270.0,12.0,2.0,0,1.0,Ukjent,2026-03-03
452704707,Nissan Leaf,https://www.finn.no/mobility/item/452704707,Indre Arna ∙ MULTICYDE AS,Indre Arna,MULTICYDE AS,1,Vestland,44932.0,2015,160674.0,24.0,109.0,110.0,12.333333333333334,1.0,0,0.0,Ukjent,2026-03-03
452685103,Nissan Leaf,https://www.finn.no/mobility/item/452685103,Nyborg ∙ Kverneland Bil AS | Ford Åsane,Nyborg,Kverneland Bil AS | Ford Åsane,1,Vestland,149000.0,2019,54000.0,39.0,149.0,270.0,12.0,2.0,0,1.0,Ukjent,2026-03-03
447207988,Nissan Leaf,https://www.finn.no/mobility/item/447207988,Stord,Stord,,0,Rogaland,129532.0,2020,106855.0,40.0,150.0,270.0,21.066666666666663,1.0,0,0.0,Ukjent,2026-03-03
452668612,Nissan Leaf,https://www.finn.no/mobility/item/452668612,Rubbestadneset,Rubbestadneset,,0,Rogaland,133532.0,2020,91000.0,40.0,150.0,270.0,7.933333333333334,1.0,0,0.0,Ukjent,2026-03-03
452558587,Nissan Leaf,https://www.finn.no/mobility/item/452558587,Godvik ∙ Mobile Drotningsvik,Godvik,Mobile Drotningsvik,1,Vestland,178900.0,2019,34100.0,40.0,150.0,270.0,17.133333333333333,2.0,0,1.0,Ukjent,2026-03-03
452535383,Nissan Leaf,https://www.finn.no/mobility/item/452535383,Hauglandshella,Hauglandshella,,0,Vestland,98532.0,2018,155293.0,40.0,150.0,270.0,9.033333333333331,3.0,0,0.0,Ukjent,2026-03-03
452549867,Nissan Leaf,https://www.finn.no/mobility/item/452549867,Førde ∙ Opus AS,Førde,Opus AS,1,Vestland,69000.0,2016,128195.0,30.0,109.0,250.0,12.0,2.0,0,1.0,Ukjent,2026-03-03
452500858,Nissan Leaf,https://www.finn.no/mobility/item/452500858,Blomsterdalen ∙ Bergen Bilcenter AS,Blomsterdalen,Bergen Bilcenter AS,1,Vestland,125000.0,2019,93000.0,40.0,150.0,270.0,12.0,2.0,0,0.0,Ukjent,2026-03-03
452500781,Nissan Leaf,https://www.finn.no/mobility/item/452500781,Blomsterdalen ∙ Bergen Bilcenter AS,Blomsterdalen,Bergen Bilcenter AS,1,Vestland,125000.0,2018,75000.0,40.0,150.0,270.0,12.0,2.0,0,1.0,Ukjent,2026-03-03
452500876,Nissan Leaf,https://www.finn.no/mobility/item/452500876,Blomsterdalen ∙ Bergen Bilcenter AS,Blomsterdalen,Bergen Bilcenter AS,1,Vestland,185000.0,2021,80000.0,40.0,218.0,385.0,12.0,2.0,0,0.0,Ukjent,2026-03-03
452463363,Nissan Leaf,https://www.finn.no/mobility/item/452463363,Bremnes ∙ Digicarsale AS,Bremnes,Digicarsale AS,1,Rogaland,105000.0,2019,100500.0,40.0,150.0,270.0,12.0,2.0,0,0.0,Ukjent,2026-03-03
438114627,Nissan Leaf,https://www.finn.no/mobility/item/438114627,Fana,Fana,,0,Vestland,149434.0,2021,55000.0,40.0,150.0,270.0,18.433333333333334,1.0,0,1.0,Ukjent,2026-03-03
